0.986111	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.986111	0.958333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.972222	0.908333	0.816667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.937500	0.908333	0.808333	0.733333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.937500	0.900000	0.791667	0.691667	0.900000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.937500	0.900000	0.766667	0.675000	0.891667	0.783333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.937500	0.891667	0.750000	0.675000	0.891667	0.758333	0.933333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.888889	0.891667	0.750000	0.666667	0.891667	0.733333	0.925000	0.750000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.875000	0.858333	0.750000	0.650000	0.891667	0.716667	0.925000	0.750000	0.708333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.868056	0.850000	0.741667	0.633333	0.891667	0.716667	0.916667	0.750000	0.700000	0.800000	0.000000	0.000000	0.000000	0.000000	0.000000
0.861111	0.850000	0.741667	0.625000	0.891667	0.716667	0.908333	0.750000	0.700000	0.800000	0.858333	0.000000	0.000000	0.000000	0.000000
0.861111	0.850000	0.741667	0.625000	0.875000	0.716667	0.883333	0.750000	0.700000	0.783333	0.858333	0.858333	0.000000	0.000000	0.000000
0.861111	0.841667	0.733333	0.616667	0.866667	0.708333	0.883333	0.733333	0.683333	0.783333	0.858333	0.858333	0.833333	0.000000	0.000000
0.847222	0.833333	0.733333	0.616667	0.833333	0.708333	0.883333	0.733333	0.658333	0.775000	0.858333	0.858333	0.825000	0.808333	0.000000
0.847222	0.833333	0.725000	0.616667	0.833333	0.691667	0.875000	0.733333	0.641667	0.775000	0.858333	0.858333	0.825000	0.808333	0.791667
