0.534722	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.819444	0.850000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.868056	0.933333	0.941667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.861111	0.958333	0.975000	0.933333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.861111	0.958333	0.991667	0.991667	0.858333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.861111	0.941667	0.991667	0.975000	0.883333	0.800000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.861111	0.983333	1.000000	0.983333	0.858333	0.908333	0.908333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.861111	0.983333	1.000000	1.000000	0.891667	0.941667	0.933333	0.983333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.868056	0.991667	1.000000	1.000000	0.900000	0.941667	0.975000	0.983333	0.958333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.868056	0.983333	1.000000	1.000000	0.891667	0.950000	1.000000	0.991667	0.966667	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.861111	0.983333	1.000000	1.000000	0.908333	0.958333	0.983333	1.000000	0.966667	0.991667	0.950000	0.000000	0.000000	0.000000	0.000000
0.861111	0.983333	1.000000	1.000000	0.916667	0.966667	0.991667	1.000000	0.966667	1.000000	0.975000	0.975000	0.000000	0.000000	0.000000
0.868056	0.975000	1.000000	1.000000	0.933333	0.966667	1.000000	1.000000	0.966667	1.000000	0.966667	0.975000	0.991667	0.000000	0.000000
0.875000	0.975000	1.000000	1.000000	0.933333	0.958333	1.000000	1.000000	0.966667	1.000000	0.966667	0.975000	1.000000	0.933333	0.000000
0.875000	0.983333	1.000000	1.000000	0.925000	0.966667	1.000000	0.991667	0.966667	1.000000	0.975000	0.983333	1.000000	0.975000	0.966667
